,AcresBurned,Active,ArchiveYear,CanonicalUrl,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,Name,Started,country,country_code,postcode
871,50.0,False,2017,/incidents/2017/10/23/extension-fire/,Riverside,33,2018-01-09,33.8826,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",-117.00589,Extension Fire,2017-10-23,United States,us,
872,50.0,False,2017,/incidents/2017/10/17/wilson-fire/,Los Angeles,19,2018-01-09,34.22551,off Mount Wilson Circle near the Mount Wilson Observatory ,-118.05545,Wilson Fire,2017-10-17,United States,us,
873,50.0,False,2017,/incidents/2017/9/11/skeggs-fire/,San Mateo,41,2018-01-09,37.41591,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",-122.3001,Skeggs Fire,2017-09-11,United States,us,94062
874,50.0,False,2017,/incidents/2017/8/5/calgary-fire/,Kern,15,2018-01-09,35.70639,"Old State Rd & Dollar Rd, Wofford Heights",-118.47306999999999,Calgary Fire,2017-08-05,United States,us,93285
875,50.0,False,2017,/incidents/2017/7/17/mesa-fire/,Santa Barbara,42,2018-01-09,34.72379,"Zaca Station Road and Foxen Canyon Road, north of Los Olivos",-120.13248999999999,Mesa Fire,2017-07-17,United States,us,93441
876,50.0,False,2017,/incidents/2017/7/8/west-fire/,Yuba,58,2018-01-09,39.06308,"Camp Far West Rd & Wichita Way, east of Olivehurst",-121.303,West Fire,2017-07-08,United States,us,
877,50.0,False,2017,/incidents/2017/7/4/grade-fire/,Ventura,56,2018-01-09,34.20599,"off Hwy 101 & Camarillo Springs Rd, Camarillo Springs",-118.98603,Grade Fire,2017-07-04,United States,us,93012
878,50.0,False,2017,/incidents/2017/7/3/lago-fire/,Riverside,33,2018-01-09,33.877390000000005,"Lake Perris State Recreation Area, Moreno Valley (Riverside County)",-117.16215,Lago Fire,2017-07-03,United States,us,92551
879,50.0,False,2017,/incidents/2017/6/13/douglas-fire/,San Diego,37,2018-01-09,33.23281,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",-117.29508999999999,Douglas Fire,2017-06-13,United States,us,92057
880,48.0,False,2017,/incidents/2017/9/20/power-fire/,Madera,20,2018-01-09,36.94652,"off Arburua Road and I-5, southwest of Los Banos",-120.90462,Power Fire,2017-09-20,United States,us,
881,48.0,False,2017,/incidents/2017/5/28/serenas-fire/,Riverside,33,2018-01-09,33.585770000000004,off Avenue 64 and Las Serenas Street,-116.07428999999999,Serenas Fire,2017-05-28,United States,us,92254
882,47.0,False,2017,/incidents/2017/11/25/bitterwater-fire/,San Benito,35,2018-01-09,36.38109,Airline Hwy and Bitterwater Road,-121.00391,Bitterwater Fire,2017-11-25,United States,us,
883,47.0,False,2017,/incidents/2017/7/20/zenon-fire/,San Luis Obispo,40,2018-01-09,35.06472,"off Zenon Way, Nipomo ",-120.5634,Zenon Fire,2017-07-20,United States,us,
884,46.0,False,2017,/incidents/2017/8/27/canyon-fire/,Riverside,33,2018-01-09,33.6444,"Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore",-117.3968,Canyon Fire,2017-08-27,United States,us,92530
885,46.0,False,2017,/incidents/2017/7/12/hidden-fire/,San Bernardino,36,2018-01-09,34.149,"Hwy 330, 1 mile north of Highland ",-117.189,Hidden Fire,2017-07-12,United States,us,92369
886,46.0,False,2017,/incidents/2017/6/6/whitepine-fire/,Siskiyou,47,2018-01-09,41.8721,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",-122.4571,Whitepine Fire,2017-06-06,United States,us,
887,45.0,False,2017,/incidents/2017/12/21/riverbottom-fire/,Riverside,33,2018-01-09,33.9885,"Mission Inn Ave. and Redwood Dr., Riverside",-117.38417,Riverbottom Fire,2017-12-21,United States,us,92501
888,45.0,False,2017,/incidents/2017/10/9/pozo-fire/,San Luis Obispo,40,2018-01-09,35.28738,near 3055  West Pozo Rd,-120.44448,Pozo Fire,2017-10-09,United States,us,93453
889,45.0,False,2017,/incidents/2017/4/3/grace-fire/,Shasta,45,2018-01-09,40.487120000000004,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",-121.85645,Grace Fire,2017-04-03,United States,us,96088
890,44.0,False,2017,/incidents/2017/8/27/mines-fire/,Alameda,1,2018-01-09,37.561809999999994,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",-121.56425,Mines Fire,2017-08-27,United States,us,
891,43.0,False,2017,/incidents/2017/11/2/roser-fire/,Tehama,52,2018-01-09,39.81517,"Roser Rd & Sour Grass Rd, 6 miles NW of Orland",-122.28165,Roser Fire,2017-11-02,United States,us,
892,43.0,False,2017,/incidents/2017/9/11/pine-fire/,Monterey,27,2018-01-09,36.17297,"off of Hwy 198 and Pine Valley, east of San Lucas",-120.87608999999999,Pine Fire,2017-09-11,United States,us,
893,42.0,False,2017,/incidents/2017/6/29/lockwood-fire/,Monterey,27,2018-01-09,35.96275,off San Lucas Rd and Martinez Rd,-121.08753,Lockwood Fire,2017-06-29,United States,us,
894,42.0,False,2017,/incidents/2017/6/24/paskenta-fire/,Tehama,52,2018-01-09,40.10282,"Off Paskenta Rd, west of Red Bluff",-122.27378999999999,Paskenta Fire,2017-06-24,United States,us,
895,42.0,False,2017,/incidents/2017/6/3/jones-fire/,Modoc,25,2018-01-09,41.38247,"Off Hwy 395, south of Alturas",-120.53443,Jones Fire,2017-06-03,United States,us,
896,41.0,False,2017,/incidents/2017/8/13/ward-fire/,Siskiyou,47,2018-01-09,41.99279,Wards Fork south of Donomore Meadows near the Oregon border.,-122.9401,Ward Fire,2017-08-13,United States,us,
897,41.0,False,2017,/incidents/2017/6/29/stokes-fire/,Los Angeles,19,2018-01-09,34.104459999999996,Stokes Rd. and Mulholland Dr in Calabasas ,-118.70293999999998,Stokes Fire,2017-06-29,United States,us,91302
898,41.0,False,2017,/incidents/2017/5/14/feed-fire/,Kern,15,2018-01-09,35.05076,"Sabastian Rd and Wheeler, southeast of Arvin ",-118.90003999999999,Feed Fire,2017-05-14,United States,us,
899,40.0,False,2017,/incidents/2017/12/4/riverdale-fire/,Riverside,33,2018-01-09,33.965140000000005," Riverdale Place and Lakeview Ave, Santa Ana Riverbed ",-117.4764,Riverdale Fire,2017-12-04,United States,us,92509
900,40.0,False,2017,/incidents/2017/11/14/palm-fire/,Riverside,33,2018-01-09,33.90327,"Off Palm Dr & 20th Ave, Desert Hot Springs",-116.50151000000001,Palm Fire,2017-11-14,United States,us,92240
901,40.0,False,2017,/incidents/2017/10/24/freeway-fire/,San Bernardino,36,2018-01-09,34.13534,"Interstate 15 and Interstate 210, Rancho Cucamonga",-117.4982,Freeway Fire,2017-10-24,United States,us,92336
902,40.0,False,2017,/incidents/2017/10/8/jones-fire/,Shasta,45,2018-01-09,40.70627,"off of Argonaut Trail and Dry Creek Rd, Jones Valley",-122.24198999999999,Jones Fire,2017-10-08,United States,us,
903,40.0,False,2017,/incidents/2017/9/29/lakewood-fire/,Kern,15,2018-01-09,35.59302,"Todd Ct and Brick Dr, east of Lake Isabella",-118.46734,Lakewood Fire,2017-09-29,United States,us,93205
904,40.0,False,2017,/incidents/2017/9/12/hole-fire/,Del Norte,8,2018-01-09,41.98128,"off Low Divide Rd, west of Rockland",-124.01168,Hole Fire,2017-09-12,United States,us,
905,40.0,False,2017,/incidents/2017/8/28/translator-fire/,Humboldt,12,2018-01-09,41.02705,"Tish Tang Road and Hostler, Hoopa",-123.63721000000001,Translator Fire,2017-08-28,United States,us,
906,40.0,False,2017,/incidents/2017/8/26/vestal-fire/,Tehama,52,2018-01-09,40.29831,"Hwy 36 and Vestal Road, west of Red Bluff",-122.70448999999999,Vestal Fire,2017-08-26,United States,us,96076
907,40.0,False,2017,/incidents/2017/7/17/murphy-fire/,Lake,17,2018-01-09,38.86056,"Hwy 29 and Agua Dulce, 3 miles south of Lower lake",-122.62382,Murphy Fire,2017-07-17,United States,us,
908,40.0,False,2017,/incidents/2017/7/16/reservation-fire/,Monterey,27,2018-01-09,36.66684,"off Reservation Rd and Blanco Rd, east of the city of Marina",-121.74826000000002,Reservation Fire,2017-07-16,United States,us,93933
909,39.0,False,2017,/incidents/2017/9/19/table-fire/,Tuolumne,55,2018-03-26,37.896778000000005,"On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown",-120.50413400000001,Table Fire,2017-09-19,United States,us,
910,39.0,False,2017,/incidents/2017/7/24/spenceville-fire/,Yuba,58,2018-01-09,39.065220000000004,"Spenceville Rd & Monarch Trail Dr, Wheatland",-121.3519,Spenceville Fire,2017-07-24,United States,us,95692
911,39.0,False,2017,/incidents/2017/6/22/toll-fire/,Solano,48,2018-01-09,38.07481,"off of I-80 and Sonoma Blvd,  Vallejo",-122.23003999999999,Toll Fire,2017-06-22,United States,us,94525
912,38.0,False,2017,/incidents/2017/6/27/pine-fire/,Marin,21,2018-01-09,37.9775,"off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre ",-122.65749,Pine Fire,2017-06-27,United States,us,94933
913,38.0,False,2017,/incidents/2017/6/11/red-fire/,Tuolumne,55,2018-01-09,37.85137,"Red Hills Road & Six Bit Gulch Road, 2 miles southwest of Chinese Camp",-120.45268,Red Fire,2017-06-11,United States,us,95309
914,37.0,False,2017,/incidents/2017/10/31/bridge-fire/,Shasta,45,2018-01-09,40.774,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ",-122.309, Bridge Fire,2017-10-31,United States,us,
915,36.0,False,2017,/incidents/2017/7/7/banderilla-fire/,Mariposa,22,2018-01-09,37.65963,"Banderilla Dr & Hidalgo St, north of Hayward",-120.34801999999999,Banderilla Fire,2017-07-07,United States,us,95329
916,36.0,False,2017,/incidents/2017/6/25/black-fire/,San Diego,37,2018-01-09,33.1683,"Off Black Canyon Rd & Mesa Grande Rd, Ramona",-116.77342,Black Fire,2017-06-25,United States,us,92070
917,35.0,False,2017,/incidents/2017/9/29/melba-fire/,Riverside,33,2018-01-09,33.74925,Hy 74 and Melba Avenue,-117.10301000000001,Melba Fire,2017-09-29,United States,us,92548
918,35.0,False,2017,/incidents/2017/7/12/spaletta-fire/,Marin,21,2018-01-09,38.08055,"Point Reyes - Petaluma Road, Petaluma",-122.77846000000001,Spaletta Fire,2017-07-12,United States,us,94956
919,35.0,False,2017,/incidents/2017/7/4/jurupa-fire/,Riverside,33,2018-01-09,33.993159999999996,Off Van Buren Bl & Jurupa Rd in Jurupa Valley,-117.48405,Jurupa Fire,2017-07-04,United States,us,92509
920,35.0,False,2017,/incidents/2017/6/27/latrobe-fire/,Sacramento,34,2018-01-09,38.458220000000004,"off Hwy 16 & Latrobe Rd, east of White Rock (Sacramento County)",-120.92161999999999,Latrobe Fire,2017-06-27,United States,us,95699
921,35.0,False,2017,/incidents/2017/6/9/breckenridge-fire/,Kern,15,2018-01-09,35.373509999999996,"Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ",-118.84133999999999,Breckenridge Fire,2017-06-09,United States,us,
922,35.0,False,2017,/incidents/2017/5/21/smiley-fire/,Riverside,33,2018-01-09,33.96419,Reche Canyon Road and Smiley Boulevard,-117.20506999999999,Smiley Fire,2017-05-21,United States,us,
923,34.0,False,2017,/incidents/2017/12/5/meyers-fire/,San Bernardino,36,2018-01-09,34.21829,"near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park ",-117.40625,Meyers Fire,2017-12-05,United States,us,92407
924,34.0,False,2017,/incidents/2017/9/10/ellie-fire/,Riverside,33,2018-01-09,33.73547,"Ellie Way and El Toro Road, Lake Elsinore",-117.33363999999999,Ellie Fire,2017-09-10,United States,us,92532
925,34.0,False,2017,/incidents/2017/8/31/miller-fire/,Humboldt,12,2018-01-09,40.036970000000004,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",-123.64214,Miller Fire,2017-08-31,United States,us,95542
926,34.0,False,2017,/incidents/2017/7/4/valley-fire/,San Benito,35,2018-01-09,36.855959999999996,"Off Santa Ana Valley Rd & Douglas Dr, Hollister",-121.30983,Valley Fire,2017-07-04,United States,us,95023-9746
927,33.0,False,2017,/incidents/2017/7/7/christmas-fire/,Riverside,33,2018-01-09,33.763304,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",-117.314994,Christmas Fire,2017-07-07,United States,us,92570
928,33.0,False,2017,/incidents/2017/6/13/valley-fire/,Riverside,33,2018-01-09,33.584036,"San Ignacio Road and East Benton Road, Temecula",-116.97203600000002,Valley Fire,2017-06-13,United States,us,92592
929,33.0,False,2017,/incidents/2017/6/4/creek-fire/,Kern,15,2018-01-09,35.60633,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",-118.4642,Creek Fire ,2017-06-04,United States,us,93205
930,32.0,False,2017,/incidents/2017/8/2/sandy-fire/,Trinity,53,2018-01-09,40.804,"North of Hwy 299, west of Del Loma",-123.375,Sandy Fire,2017-08-02,United States,us,
931,32.0,False,2017,/incidents/2017/8/2/sandy-fire/,Trinity,53,2018-01-09,40.79902,"Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch",-123.39253000000001,Sandy Fire,2017-08-02,United States,us,96048
932,32.0,False,2017,/incidents/2017/7/13/washington-fire/,Riverside,33,2018-01-09,33.626129999999996,"Field Drive & Patterson Road, Community of Winchester",-117.07975,Washington Fire,2017-07-13,United States,us,92596
933,32.0,False,2017,/incidents/2017/6/16/shore-fire/,Monterey,27,2018-01-09,35.90092,"Jolon Rd and Frudden Rd, near Lockwood",-120.93371,Shore Fire,2017-06-16,United States,us,93426
934,32.0,False,2017,/incidents/2017/6/11/pleyto-fire/,Monterey,27,2018-01-09,35.902149,"New Pleyto Road cross of Stern st, Lockwood",-120.98368400000001,Pleyto Fire,2017-06-11,United States,us,
935,31.0,False,2017,/incidents/2017/10/15/york-fire/,Monterey,27,2018-01-09,36.5858,"off York Road and S Boundary Road, east of Monterey ",-121.80377,York Fire,2017-10-15,United States,us,
936,31.0,False,2017,/incidents/2017/8/23/juniper-fire/,Fresno,10,2018-01-09,36.099681,"off of Highway 198 west of Parsons Road, Coalinga",-120.443545,Juniper Fire,2017-08-23,United States,us,
937,31.0,False,2017,/incidents/2017/5/12/hub-fire/,Kern,15,2018-01-09,35.60001,"Red Hill Road and Schick Road, 2 miles east of Lake Isabella",-118.4683,Hub Fire,2017-05-12,United States,us,93240
938,30.0,False,2017,/incidents/2017/8/31/castaic-fire/,Los Angeles,19,2018-03-22,34.52055,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",-118.62881999999999,Castaic Fire,2017-08-31,United States,us,
939,30.0,False,2017,/incidents/2017/8/3/blocksburg-fire/,Humboldt,12,2018-01-09,40.27582,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",-123.64281000000001,Blocksburg Fire,2017-08-03,United States,us,
940,30.0,False,2017,/incidents/2017/7/3/timber-fire/,Riverside,33,2018-01-09,33.968959999999996,"off Moreno Beach Dr & Locust, north of Moreno Valley",-117.25411000000001,Timber Fire,2017-07-03,United States,us,92557
941,29.0,False,2017,/incidents/2017/10/10/ice-fire/,El Dorado,9,2018-01-09,38.77921,"off Ice House Road and US-50, east of Riverton, 13 miles east of Camino",-120.46234,Ice Fire,2017-10-10,United States,us,
942,29.0,False,2017,/incidents/2017/7/8/benson-fire/,Tehama,52,2018-01-09,40.29118,"Benson Rd, Bowman., 11 miles northwest of Red Bluff",-122.42606,Benson Fire,2017-07-08,United States,us,
943,28.0,False,2017,/incidents/2017/9/25/32-fire/,Butte,4,2018-01-09,39.8255,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",-121.7127,32 Fire,2017-09-25,United States,us,
944,28.0,False,2017,/incidents/2017/8/30/4-4-fire/,Modoc,25,2018-01-09,41.4844,"4 miles east of Dorris Reservoir, east of Alturas",-120.36658999999999,4-4 Fire,2017-08-30,United States,us,
945,28.0,False,2017,/incidents/2017/6/26/shore-fire/,Del Norte,8,2018-01-09,41.93323,"in Tolowa Dunes State Park, 3 miles west of Smith River (Del Norte County)",-124.19628999999999,Shore Fire,2017-06-26,United States,us,95567
946,28.0,False,2017,/incidents/2017/6/15/nuevo-fire/,Riverside,33,2018-01-09,33.79925,Hansen Avenue and Nuevo Road in Nuevo,-117.11658999999999,Nuevo Fire,2017-06-15,United States,us,92567
947,27.0,False,2017,/incidents/2017/8/30/4-10-fire/,Modoc,25,2018-01-09,41.644690000000004,"off Highway 395 and County Road 118, 16 miles north of Alturas.",-120.31813999999999,4-10 Fire,2017-08-30,United States,us,
948,27.0,False,2017,/incidents/2017/6/3/vernon-fire/,Riverside,33,2018-01-09,33.82165,Off Soboba Road in San Jacinto,-116.96078999999999,Vernon Fire,2017-06-03,United States,us,92583
949,26.0,False,2017,/incidents/2017/9/26/jasper-fire/,Yuba,58,2018-01-09,39.03168,"Jasper lane and Levee road, 1 mile NE of Wheatland",-121.40947,Jasper Fire,2017-09-26,United States,us,95692
950,26.0,False,2017,/incidents/2017/6/18/trellis-fire/,Riverside,33,2018-01-09,33.71025,State Highway 74 near Trellis Lane,-117.31924,Trellis Fire,2017-06-18,United States,us,92570
951,26.0,False,2017,/incidents/2017/6/1/fairview-fire/,Riverside,33,2018-01-09,33.94788,"Fairview Road & Old Morongo Road, west of Desert Hot Springs ",-116.59719,Fairview Fire,2017-06-01,United States,us,
952,25.0,False,2017,/incidents/2017/10/15/wilson-fire/,San Diego,37,2018-01-09,33.18716,"at Wilson Road, east of San Felipe",-116.50896999999999,Wilson Fire,2017-10-15,United States,us,
953,25.0,False,2017,/incidents/2017/9/23/cove-fire/,San Luis Obispo,40,2018-01-09,35.76343,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",-121.04445,Cove Fire,2017-09-23,United States,us,
954,25.0,False,2017,/incidents/2017/9/7/border-9-fire/,San Diego,37,2018-01-09,32.59252,1 mile west of Tecate Port Of Entry in Potrero,-116.61608999999999,Border 9 Fire,2017-09-07,United States,us,91980
955,25.0,False,2017,/incidents/2017/9/1/hopper-fire/,Shasta,45,2018-01-09,40.719229999999996,"Oak Run Road and Hopper Lane, Oak Run",-122.02525,Hopper Fire,2017-09-01,United States,us,
956,25.0,False,2017,/incidents/2017/6/27/sloane-fire/,San Diego,37,2018-01-09,32.7789,"off Sloane Canyon Road at Dehesa Road, east of El Cajon",-116.8516,Sloane Fire,2017-06-27,United States,us,92019
957,25.0,False,2017,/incidents/2017/6/18/road-fire/,Madera,20,2018-01-09,37.02081,"Road 400 and Road 33, 7 miles east of Madera ",-119.95136000000001,Road Fire,2017-06-18,United States,us,
958,25.0,False,2017,/incidents/2017/6/3/5-fire/,Los Angeles,19,2018-01-09,34.29931,"I-5, North of Lake Hughes Rd, Community of Cataic ",-118.37539,5 Fire,2017-06-03,United States,us,91342
959,25.0,False,2017,/incidents/2017/5/24/ribbonwood-fire/,San Diego,37,2018-01-09,32.679,"Off of Ribbonwood Road and Interstate 8, east of El Cajon",-116.29296000000001,Ribbonwood Fire,2017-05-24,United States,us,91905
960,23.0,False,2017,/incidents/2017/10/10/portola-fire/,Riverside,33,2018-01-09,33.50488,"De Portola Road east of Pauba Road, Temecula",-117.02131999999999,Portola Fire,2017-10-10,United States,us,92592
961,22.0,False,2017,/incidents/2017/9/26/edwards-fire/,Alameda,1,2018-01-09,37.77982,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",-122.169,Edwards Fire,2017-09-26,United States,us,94619
962,22.0,False,2017,/incidents/2017/7/5/gold-fire/,Calaveras,5,2018-01-09,38.20176,"off Gold Strike Road and Cemetery Lane, San Andreas",-120.67848000000001,Gold Fire,2017-07-05,United States,us,95249
963,22.0,False,2017,/incidents/2017/6/13/refuge-fire/,Napa,28,2018-01-09,38.68347,"Knoxville Rd and Eastside Rd, north end of Lake Berryessa ",-122.2654,Refuge Fire,2017-06-13,United States,us,
964,21.0,False,2017,/incidents/2017/10/20/soda-fire/,San Luis Obispo,40,2018-01-09,35.411120000000004,"Off Soda Lake Rd, Carrizo Plains area ",-120.00353,Soda Fire,2017-10-20,United States,us,
965,21.0,False,2017,/incidents/2017/9/5/mule-fire/,Lake,17,2018-01-09,39.01748,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",-122.49327,Mule Fire,2017-09-05,United States,us,
966,21.0,False,2017,/incidents/2017/7/5/globe-fire/,Tulare,54,2018-01-09,36.108579999999996,"Globe Dr, Springville",-118.81979,Globe Fire,2017-07-05,United States,us,93265
967,21.0,False,2017,/incidents/2017/6/22/highway-fire/,Butte,4,2018-01-09,39.364000000000004,"off of Hwy 99 & Schlaf Dr, east of Lake Oroville ",-121.4143,Highway Fire,2017-06-22,United States,us,
968,21.0,False,2017,/incidents/2017/6/13/platina-fire/,Shasta,45,2018-01-09,0.0,"Platina Road, 12 Miles West of Ono",0.0,Platina Fire,2017-06-13,,,
